Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
197306,-5.14,-4.37,-2.77,-1.57,-2.92,-1.53,-4.85,-4.27,-1.79,-2.85
197307,10.88,14.31,11.64,8.52,17.12,7.01,12.09,14.64,-1.24,9.83
197308,-5.28,-7.09,-3.47,-3.55,-6.04,-6.24,-4.86,-6.19,-1.99,-4.31
197309,6.18,7.31,8.03,16.64,12.03,3.68,6.13,8.52,6.25,5.92
197310,-1.45,-3.94,0.62,14.26,1.78,-5.02,-1.44,0.75,-2.3,-1.3
197311,-18.24,-23.62,-18.65,-6.43,-21.95,-18.21,-20.72,-15.78,-9.64,-16.29
197312,-5.88,-6.33,-3.96,6.37,-4.82,-3.81,-5.94,-5.26,2.11,-4.12
197401,15.1,15.99,14.95,4.24,14.89,14.19,14.21,9.53,5.85,12.69
197402,1.94,1.59,1.28,-2.1,-1.1,-1.91,0.7,-0.81,1.07,0.76
197403,0.83,2.67,2.29,-1.78,0.65,-1.38,2.77,-0.62,-2.61,0.38
197404,-4.76,-5.55,-3.34,-7.03,-5.7,-8.62,-4.96,-5.51,-9.23,-5.88
197405,-6.13,-6.43,-5.68,-11.3,-7.08,-6.25,-6.22,-5.97,-6.34,-7.89
197406,-2.07,-3.96,-1.16,-0.6,-4.45,-3.16,-3.5,-3.09,-4.21,-3.83
197407,-5.15,-7.17,-4.02,-4.33,-7.96,-6.2,-5.07,-7.36,-0.12,-5.81
197408,-7.91,-6.32,-6.99,-8.39,-8.74,-6.82,-8.36,-7.9,-6.82,-8.98
197409,-7.65,-9.16,-8.36,-5.25,-11.37,-8.06,-9.07,-11.78,-2.29,-7.05
197410,6.15,7.45,9.49,24.96,6.33,8.16,7.53,19.96,9.86,8.45
197411,-6.01,-7.26,-4.85,0.2,-6.38,-0.05,-5.81,-1.61,-0.47,-5.1
197412,-7.49,-9.5,-7.36,-3.73,-10.78,-3.64,-9.1,-8.27,-2.6,-7.74
197501,28.71,34.98,27.38,16.67,34.75,34.01,32.18,27.65,22.76,29.04
197502,4.68,3.39,5.47,5.34,8.21,9.37,5.62,11.84,0.96,5.87
197503,10.44,10.87,8.03,-0.3,12,7.54,13.32,5.19,-0.6,7.15
197504,3.77,3.33,5.2,6.69,6.69,6.88,3.02,3.8,0.06,1.66
197505,6.78,7.61,6.27,13.53,10.97,9.67,6.7,8.65,7.04,7.05
197506,8.35,8.59,7.78,8.76,8.8,7.26,7.61,5.43,9.53,5.99
197507,0.77,1.48,-1.03,-2.81,-2.05,-5.74,0.66,-2.52,-3.15,-0.68
197508,-4.41,-6.02,-4.41,-3.17,-6.47,-2.97,-3.76,-7.68,-1.66,-4.95
197509,-1.66,-4.15,-3.56,-4.06,-4.39,-4.41,-3.11,-5.04,-0.93,-4.39
197510,4.28,4.52,0.79,-0.61,0.13,3.59,3.51,1.88,5.05,0.61
197511,4.05,3.41,1.92,-1.58,1.39,3.53,4.15,2.66,3.21,0.78
197512,-0.71,-0.89,-0.87,-1.77,-2.54,0.47,-0.57,-0.75,0.67,0.53
197601,19.92,26.04,20.74,14.96,25.01,20.72,18.8,17.01,9.74,16.64
197602,13.68,15.26,11.82,3.4,14.71,8.02,14.07,7.48,-0.85,10.81
197603,0.49,2.53,1.91,2.05,3.61,-2.69,2.54,1.9,0.1,2.74
197604,-0.85,-1.17,-0.7,2.38,-1.28,0.14,-1.65,-3.51,1.53,-0.18
197605,-4.14,-4.27,-0.77,7.19,-3.17,-3.55,-3.74,-1.81,-1.14,-1.82
197606,1.21,2.63,4,3.49,5.86,5.4,0.56,2.57,3.1,2.73
197607,-0.13,-0.12,0.45,0.62,-1.52,0.1,-1.35,0.8,2.95,0.77
197608,-2.78,-2.62,-1.49,-3.02,-3.33,3.82,-1.58,-1.52,2.88,-1.23
197609,-0.25,1.5,1.66,6.84,1.15,2.62,0.65,2.06,4.02,1.47
197610,-2.37,-2.93,-2.53,-0.29,-4.15,-0.49,-3.11,-1.1,-0.2,-1.43
197611,2.2,3.74,1.98,3.77,2.86,4.73,2.75,1.06,2.98,2.64
197612,8.79,10.51,9.28,11.35,12.96,7.34,9.77,9.24,7.04,10.34
197701,2.97,0.88,3.54,11.82,5.39,4.79,1.83,3.71,2.46,3.61
197702,-0.03,-0.36,0.89,-1.67,0.6,1.6,-0.44,-0.5,-2.73,0.9
197703,0.32,-1.12,1.24,-0.45,1.84,2.25,0.09,0.65,0.32,1.66
197704,1.5,0.46,2.33,3.42,1.53,-0.06,0.22,-1.12,1.67,2.35
197705,-0.49,-0.5,-0.62,1.82,0.52,-1.23,0.67,0.04,1.39,0.89
197706,4.63,3.29,5.14,8.69,6.05,7.07,4.77,7.14,5.53,5.39
197707,1.18,0.56,-0.4,-0.8,0.83,3.74,1.33,0.86,1.78,2.27
197708,-0.58,-0.96,-0.78,-3,0.49,0.05,0.54,-0.43,-1.81,0.08
197709,1.08,1.28,-0.19,2.48,0.8,1.39,2.79,4.78,1.51,1.7
197710,-1.37,-3.14,-2.75,-5.1,-2.57,-2.42,-1.81,-0.35,-2.26,-2.15
197711,7.12,7.65,7.24,8.61,9.25,8.01,6,8.17,3.53,7.07
197712,1.3,0.79,1.65,3.74,3.08,6.14,2,3.92,0.11,2.37
197801,-0.19,-3.48,-1.74,-3.66,-2.21,-1.67,-1.24,-1.42,-3.21,-0.29
197802,2.17,2.46,2.61,1.25,2.51,2.31,4.45,1.86,0.42,2.55
197803,6.64,6.72,6.67,2.6,9.66,8.36,7.32,8.91,1.64,6.85
197804,7,8.48,9.18,5.74,11.84,9,8.12,10.94,0.31,7.79
197805,6.94,8.64,7.53,3.58,12.3,5.59,7.32,8.29,0.17,6.18
197806,0.93,0.13,0.41,-0.29,0.62,-0.49,0.05,0.73,1.02,1.85
197807,2.84,3.57,6.24,4.13,7.61,4.68,3.27,8.94,3.03,5.61
197808,7.64,13.07,8.73,3.58,17.75,8.3,10.65,9.74,1.63,8.98
197809,2.66,0.16,-0.79,2.52,0.91,-0.71,-0.06,-0.25,0.13,0.61
197810,-18.2,-20.45,-18.63,-20.65,-24.93,-13.63,-19.2,-22.79,-7.28,-16.35
197811,5.8,3.65,4.56,8.87,8.11,6.96,2.72,7.87,2.26,2.66
197812,-0.19,-0.83,1.35,2.03,3.99,4.24,0.37,3.32,-0.67,1.72
197901,8.74,11.1,10.84,7.43,12.03,9.16,9.34,8.97,6.07,8.36
197902,-2.09,-2.95,-2.49,2.63,-3.61,-1.1,-3.09,-4.45,-0.85,-1.14
197903,5.9,6.14,8.98,18.13,11.38,8.92,7.39,7.3,2.55,7.5
197904,2.5,1.86,2.94,4.77,2.82,4.67,2.22,1.1,-0.84,3.18
197905,-0.26,-1.17,-1.29,0.17,-1.45,-1.19,-2.44,-1.31,0.57,-0.71
197906,1.9,3.55,5.07,19.95,5.03,6.65,2.84,4.46,5.53,6.02
197907,0.25,1.92,2.94,0.68,1.82,1.46,2.16,2.89,3.83,2.7
197908,7.28,5.21,8.29,12.02,9.77,6.54,7.76,7.62,2.5,6.76
197909,-1.54,-1.66,-0.98,6.71,-0.55,1.59,0.1,1.32,-1.52,-0.29
197910,-9.64,-10.1,-10.37,-7.11,-9.26,-8.34,-9.37,-9.27,-6.66,-10.16
197911,4.69,1.2,5.6,17.42,11.1,9.24,3.98,9.77,6.87,5.97
197912,4.23,2.79,7.56,16.05,9.94,8.39,5.35,7.15,-0.75,6.21
198001,7.82,11.28,11.89,19.63,14.76,3.79,5.59,8.25,1.21,9.75
198002,-1.22,-1.75,-2.5,8.57,-0.43,-3.11,-1.27,-3.28,-4.05,-0.68
198003,-14.33,-17.45,-16.59,-24.85,-19.62,-11.34,-15.03,-13.64,-6.72,-15.95
198004,4.21,1.39,3.37,7.29,5.6,6.56,3.62,6.22,12.9,5.86
198005,6.85,8.56,6.2,5.95,6.75,8.77,8.57,10.93,4.96,7.77
198006,3.87,2.85,3.56,6.59,3.2,2.74,4.17,1.94,4.92,5.11
198007,7.7,8.25,10.15,6.55,17.59,5.89,8.75,13.17,0.67,8.54
198008,5.84,7.47,6.26,8.97,13.07,9.11,6.08,8.7,-1.33,5.61
198009,3.33,6.56,4.78,11.91,6.85,2.09,3.05,6.6,0.12,4.67
198010,1.79,0.94,3.04,11.32,7.65,3.05,2.24,6.41,1.15,4.77
198011,1.11,3.44,6.19,26.09,10.78,6.08,3.12,7.72,2.41,6.18
198012,-3.13,-3.99,-3.88,-7.31,-3.71,-2.35,-2.55,-2.17,0.23,-2.59
198101,3.88,2.04,0.34,-6.27,-3.29,5.07,2.87,2.9,0.37,1.17
198102,1.48,2.81,1.25,-2.76,-2.45,1.42,1.34,-1.81,-0.27,1.34
198103,7.11,7.23,8.92,0.22,8.27,8.25,8.55,11.85,2.75,7.27
198104,4.14,5.15,2.61,-7.45,6.24,3.24,5.25,7.14,-1.66,3.03
198105,3.07,3.09,2.34,1.93,7.73,6.61,2.27,3.72,2.05,1.73
198106,1.87,0.79,-0.62,-7.21,-5.59,-1.84,1.75,-2.14,3.3,0.18
198107,-1.48,-1.47,-2.49,4.69,-5.7,-1.54,-3.07,-4.24,1.33,-2.1
198108,-5.85,-8.75,-8.07,-8.39,-12.26,-8.86,-6.3,-11.01,-0.39,-6.45
198109,-5.76,-8.55,-9.03,-17.44,-10.07,-5.5,-6.07,-7.72,-4.2,-8.6
198110,5.82,6.88,5.65,8.89,10.61,8.81,5.85,9.42,4.73,7
198111,2.37,1.97,1.88,-1.47,1.86,7.08,-0.08,1.41,7.15,2.39
198112,-0.58,-2.1,-1.23,-6.24,-1.84,-1.15,-0.97,-1.68,-2.5,-2.2
198201,-0.02,0.27,-1.58,-7.44,-0.78,-3.53,-0.87,-0.77,0.6,-2.14
198202,-1.91,-2.79,-4.09,-15.74,-5.91,-3.77,-2.42,-3.09,0.27,-4.16
198203,0.72,0.52,-2.22,-4.96,-1.29,0.15,1.61,-0.23,1.71,-1.26
198204,5.85,5.86,3.58,1.44,8.34,8.05,6.6,9.71,4.06,5.43
198205,-1.23,-3.09,-3.25,-1.86,-3.47,-3.84,-1.23,-3.71,-0.1,-2.42
198206,-0.5,-0.44,-3.16,-10.49,-4.99,-2.87,-0.76,-2.9,-1.5,-3.21
198207,-0.04,0.77,-1.08,-10.79,-1.31,-1.21,1.38,0.47,-2.03,-1.38
198208,3.99,3.39,7.13,4.79,5.96,6.68,5.51,6.13,9.56,7
198209,6.88,1.59,1.96,-5.93,5.05,4.81,4.66,5.5,1.96,4.09
198210,11.31,15.5,11.64,8.32,18.49,12.91,13.54,15.5,6.19,13.46
198211,9.73,11.97,9.6,-5.81,14.34,14.1,11.16,14.87,1.87,10.49
198212,2,1.12,3.01,-1.46,4.25,-0.3,2.68,4.06,2.75,1.83
198301,7.01,12.08,9.78,16.51,16.02,17.36,8.41,12.43,4.01,10.52
198302,7.56,8.46,6.4,-6.05,9.08,2.64,8.58,8.44,2.41,4.92
198303,7.04,4.95,3.99,2.74,2.6,3.8,8.87,6.07,0.73,6.45
198304,7.69,9.38,6.34,8.4,6.91,4.51,9.8,8.62,4.38,9.2
198305,6.16,9.15,8.4,16.73,12.12,8.74,8.79,8.13,3.97,8.51
198306,5.76,7.28,4.28,4.76,6.23,3.02,7.29,5.7,-0.14,4.08
198307,-0.61,-2.66,-1.31,1.42,-6.18,-5.56,-1.5,-6.85,1.83,-1.37
198308,-2.54,-6.8,-3.06,-1.82,-5.38,-5.57,-4.54,-4.4,2.02,-3.25
198309,2,0.48,1.1,-3.36,-1.5,-1.35,1.43,-2.46,3.88,0.52
198310,-3.85,-5.13,-5.16,-6.7,-11.04,-7.95,-4.87,-10.84,1.95,-4.62
198311,3.95,5.94,4.87,-4.04,5.05,3.11,3.21,0.57,0.54,2.67
198312,-1.23,-1.36,-0.3,-3.93,-4.2,-1.32,-3.13,-5.88,-2.4,-1.53
198401,1.09,-1.39,0.61,6.36,-2.37,0.09,-2.7,-1.81,2.31,0.74
198402,-4.59,-6.11,-6.43,-2.14,-9.5,-7.78,-6.03,-5.64,-1.92,-4.64
198403,1.55,1.66,2.07,1.51,-0.36,-2.15,0.51,0.05,-0.02,0.36
198404,-0.97,-1.92,-0.5,-2.12,-2.85,-1.56,-2.42,-1.11,-1.02,-2.72
198405,-3.13,-6.25,-5.33,-4.18,-6.46,-4.16,-3.85,-7.68,0.98,-5.36
198406,2.16,3.12,1.93,-3.79,2.59,3.11,3.4,2.53,0.96,0.94
198407,-3.67,-5.11,-3.65,-10.16,-7.9,-3.12,-2.96,-5.14,-0.45,-3.81
198408,6.79,9.44,10.27,5.91,11.84,7.05,9.66,12.78,6.93,7.3
198409,0.9,-0.54,-0.26,-0.88,-3.24,-0.61,-0.16,-2.66,4.18,1.54
198410,-0.72,-2.73,-1.68,-9.9,-4.28,-2.32,-2.84,-2.06,3.29,-0.57
198411,-1.4,-2.77,-3.01,-5.45,-5.68,-2.38,-3.93,-5.05,2.87,-2.42
198412,1.6,2.49,0.64,-1.51,0.14,5.09,-0.57,0.05,2.12,1.09
198501,9.02,13.83,12.49,3.97,18.03,15.11,12.04,17.5,4.37,12
198502,4.04,2.39,3.47,6.85,5.88,7.74,5.05,7.71,1.27,4.44
198503,0.02,-3.41,-2.56,-0.24,-4.53,4.89,-1.1,-2.22,5.49,0.68
198504,-1.46,-2.63,-2.11,-1.73,-4.44,-1.35,-1.27,-0.01,2.31,0.32
198505,4.09,-0.07,2.49,-2.74,0.71,4.1,3.31,3.26,5.28,3.13
198506,1.96,0.26,-0.62,-4.46,-1.79,2.69,0.77,1.95,3.74,2.24
198507,1.14,1,3.65,-0.59,2.91,2.48,0.95,0.93,-2.75,2.32
198508,1.99,-1.35,-1.38,-1.07,-1.92,0.2,-1.88,-1.56,1.88,0.97
198509,-3.58,-4.41,-5,-6.71,-8.31,-7.5,-5.13,-7.13,-3.62,-5.31
198510,3.49,2.21,1.67,-1.09,0.74,0.75,0.65,2.36,4.75,2.81
198511,5.7,5.32,5.31,3.07,5.49,5.4,6.14,5.5,4.38,5.87
198512,4.62,2.71,4.27,-8.78,3.91,0.16,3.64,3.76,4.07,3.6
198601,3.74,4.12,2.7,-0.41,4.26,2.3,3.85,4.95,3.96,6.35
198602,6.97,10.23,7.37,-7.35,5.62,5.24,7.21,3.76,6.13,8.33
198603,6.81,7.06,5.9,-1.49,2.86,7.81,5.71,10.03,4.1,4.7
198604,1.6,2.59,0.5,-1.32,2.89,1.18,2.24,0.83,-0.52,1.7
198605,4.98,1.75,2.94,4.99,2.97,4.49,6.03,4.5,3.4,3.47
198606,3.13,-0.34,0.07,-0.13,-2.5,1.41,3.03,2.38,4.92,1.45
198607,-5.57,-9.39,-8.21,-9.9,-10.25,-4.23,-9.24,-8.67,3.2,-6.32
198608,2.2,-0.78,1.4,8.58,1.2,-1.39,-0.37,0.21,6.69,2.13
198609,-6.26,-6.13,-4.41,-3.81,-7.76,-7.07,-7.23,-9.25,-7.12,-6.11
198610,3.67,3.67,2.14,-0.76,2.9,5.21,3.54,3.57,5.04,1.78
198611,0.69,0.86,-0.53,-2.93,0.35,-1.69,-0.19,-1.47,0.3,-1.84
198612,-3.37,-2.95,-2.88,-2.95,-4.36,-3.59,-5,-5.25,-2.93,-3.42
198701,9.55,10.99,12.76,20.09,14.28,13.01,8.12,12.15,7.97,10.86
198702,7.12,6.37,8.12,5.54,10.56,5.32,7.48,14.77,-0.09,5.81
198703,3.96,2.25,4.12,13.8,0.79,6.54,1.83,3.09,-0.15,2.75
198704,-3.25,-1.02,-1.85,3.34,-0.55,-2.59,-2.96,-2.51,-4.42,-2.68
198705,-0.74,1.87,1.47,7.66,0.45,1.78,-1.31,-1.22,-0.95,-0.84
198706,4.25,2.86,3.66,3.09,0.1,6.14,3.37,2.01,2.59,2.22
198707,2.79,2.88,4.81,16.35,1.43,5.83,3.95,-0.44,-0.45,2.45
198708,2.52,2.78,1.89,-4.4,1.87,1.32,1.77,-0.09,2.3,2.18
198709,-1.12,-0.72,-0.11,-4.32,-0.81,-1.76,-3.06,-2.1,-2.31,-1.83
198710,-28.01,-31.56,-29.91,-25.9,-31.6,-25.29,-29.65,-32.67,-10.45,-24.84
198711,-6.35,-5.66,-4.17,-7.05,-7.6,-7.01,-7.23,-6.36,-1.58,-4.18
198712,4.3,6.6,5.13,-2.62,5.08,18,1.57,1.44,1.13,1.45
198801,5.63,6.71,7.84,7.51,7.3,5.22,8.17,12.55,8.16,8.32
198802,8.39,8.69,7.83,3.29,6.8,9.92,9.17,7.47,2.22,4.83
198803,3.96,5,5.07,5.79,3.68,2.61,4.5,6.1,-0.74,2.17
198804,2.4,1.82,2.38,3.1,1.75,2.66,1.79,1.54,0.33,0.04
198805,-1.04,-1.24,-1.29,-0.95,-3.39,-3.69,-1.05,-2.26,1.89,-1.71
198806,3.67,6.29,6.24,0.03,6.31,8.89,5.3,5.05,3.66,4.53
198807,-0.19,0.41,-0.32,1.08,-1.51,2.1,0.59,-0.14,-0.04,0.47
198808,-2.2,-2.51,-3.16,-1.79,-3.44,-3.83,-1.76,-1.92,-0.17,-1.71
198809,2.84,2.67,2.87,-4.45,1.91,3.97,4.13,2.12,2.5,1.36
198810,0.56,-1.63,-1.3,-3.02,-2.92,-0.63,-1.08,-3.92,1.82,-0.84
198811,-4.47,-5.79,-3.65,-3.47,-5.27,-1.81,-3.97,-6.8,-0.2,-3.55
198812,3.24,1.11,3.46,1.69,3.75,4.96,1.55,2.92,1.24,0.72
198901,5.24,7.09,6.2,8.77,7.33,10.83,5.37,6.45,3.03,6.18
198902,0.95,0.75,0.96,-0.22,-1.28,1.14,0.41,-1.16,-0.89,1.19
198903,4.36,1.15,1.97,5.7,0.91,4.09,2.04,2.14,0.1,0.82
198904,4.65,1.29,3.87,3.14,3.15,8.96,4.13,4.45,2.91,2.24
198905,3.36,2.52,2.53,1.5,2.66,6.63,3.67,4.53,4.72,2.2
198906,-0.33,-2.72,-1.65,-2.44,-2.11,-0.13,-2.39,-5.03,2.43,0.08
198907,5.44,6.45,2.8,4.55,0.55,4.42,2.13,4.68,4.73,3.01
198908,0.58,1,2.58,3.65,1.58,3.56,1.91,1.89,0.4,2.33
198909,-1.15,-0.11,0.12,1.92,0.39,1.04,-0.8,2.74,0.29,0.26
198910,-6.47,-7.27,-5.96,-3.21,-4.05,-6.67,-6.79,-4.72,-0.14,-5.27
198911,-0.29,-3.19,-1.28,3.11,-2.62,-0.12,-2.11,0.55,2.97,-1.29
198912,-1.7,-1.1,-0.99,6.38,-1.46,0.84,-0.62,-1.93,4.39,-3.84
199001,-5.98,-6.12,-5.03,-0.73,-5.07,-10.32,-5.32,-5.58,-4.93,-5.14
199002,1.22,0.14,2.89,4.78,3.55,0.84,2.58,1.69,1.13,0.81
199003,2.58,2.64,4.45,4.75,4.25,1.34,4.36,4.57,-0.15,-0.07
199004,-1.73,-2.82,-1.63,-4.57,-1.97,-2.77,-2.7,-0.88,-4.66,-3.42
199005,3.27,2.08,5.22,4.05,7.59,9.23,5.49,8.13,3.79,2.01
199006,0.51,0.6,-0.41,0.69,1.18,0.29,0.68,5.14,0.32,-0.71
199007,-4.27,-5.2,-2.06,4.06,-5.15,-7.04,-4.22,-0.6,0.37,-3.57
199008,-11.61,-16.34,-12.29,3.34,-14.38,-15.71,-13.67,-10.46,-5.08,-11.35
199009,-8.61,-10.97,-7.69,0.96,-9.63,-7.52,-10.53,-8.24,0.72,-8.83
199010,-5.32,-7.35,-6.3,-10.71,-4.55,-7.78,-7.34,-3.89,2.39,-7.31
199011,3.18,3.07,3.62,-1.67,4.12,6.41,4.88,6.71,3.58,3.61
199012,1.28,-2.43,0.46,-6.99,-0.59,3.85,-0.57,3.48,0.75,-0.73
199101,8.91,7.74,8.78,-1,15.91,5.21,10.49,13.39,-0.48,7.22
199102,10.4,13.98,11.77,10.27,14,12.79,13.31,21.21,5.5,15.27
199103,5.92,9.64,5.96,1.72,11.72,6.85,10.25,15.9,1.93,7.18
199104,2.14,1.42,2.02,2.28,5.2,10.8,2.74,4.16,0.3,3.13
199105,2.34,6.13,3.98,0.32,1.76,-4.54,4.92,6.14,2.03,2.74
199106,-2.69,-2.74,-3.41,-4.85,-5.82,-5.29,-1.86,-4.24,-2.86,-2.89
199107,2.38,0.09,3.02,9.06,3.84,1.47,2.9,7.81,3.01,2.91
199108,3.88,1.28,2.07,2.57,4.31,1.41,3.14,6.28,3.51,2.55
199109,-0.8,4,-0.49,0.26,1.65,4.29,0.58,7.5,2.78,-0.76
199110,1.92,2.41,2.85,0.77,3.07,6.79,0.29,10.61,1.02,1.28
199111,-1.5,-2.2,-2.02,-4.25,-3.7,-5.09,-4,-0.38,1.39,-2.31
199112,4.2,2.01,4.03,-6.57,3.89,2.55,3.72,10.78,3.47,3.63
199201,12.13,17.3,13.37,6.67,21.18,5.96,13.17,24.78,-1.76,18.69
199202,6.12,11,5.45,2.66,8.38,1.33,6.48,-0.96,0,6.96
199203,-0.82,-0.62,0.76,-3.98,-1.94,-1.62,0.6,-7.12,-0.6,-0.23
199204,-3.31,-3.25,-2.69,-0.19,-5.43,-1.96,-5.34,-11.48,0.99,-1.12
199205,-0.97,-1.37,0.44,3.77,-1.33,-1.42,-1.44,-1.3,2.9,2.26
199206,-5.21,-2.35,-4.32,-5.27,-7.46,-0.87,-4.44,-6.1,0.25,-2.15
199207,1.72,0.44,0.88,4.68,1.38,2.49,2.85,3.63,6.84,3.6
199208,-2.56,-3.49,-4.4,2.48,-4.39,-3.75,-1.35,-3.84,1.39,-2.28
199209,1.03,-0.77,1.03,6.36,1.87,1.96,2.29,-1.53,0.85,1.46
199210,0.76,3,1.17,0.03,3.87,3.06,4.59,3.84,-0.3,1.28
199211,7.59,8.38,7.33,-0.73,10.81,7.95,9.22,12.28,0.59,5.62
199212,1.42,6.83,3.26,0.74,5,4.19,3.59,0.93,2.55,5.18
199301,5.19,10.41,6.65,7.36,7.17,6.92,5.89,3.24,2.51,9.19
199302,-1.23,-1.63,0.71,7.15,-2.78,2.5,-3.64,-12.75,5.13,0.68
199303,3.21,4.56,2.1,8.95,0.87,7.05,3.1,0.14,3,3.78
199304,-2.02,-1.91,-1.65,4.01,-3.57,-1.71,-3.07,-4.01,0.81,-0.75
199305,3.86,5.59,3.82,5.5,6.69,7.94,4.92,6.35,1.17,1.79
199306,-0.5,0.71,1.47,0.56,2.03,12.14,0.62,-0.01,2.81,1.36
199307,-0.24,2.07,1.28,-0.03,0.49,7.81,0.51,-2.5,1.8,3.06
199308,2.3,2.21,5.17,3.86,5.9,13.54,3.07,1.91,3.55,3.59
199309,1.68,2.62,0.76,1.57,3.33,7.88,3.04,4.46,0.16,3.37
199310,4.63,3.89,3.5,1.08,5.08,12.07,4.07,6.79,-1.3,3.38
199311,-0.72,0.07,-0.84,-9.4,-1.15,-9.27,-1.09,-4.37,-5.44,-2.79
199312,0.07,4.23,3.2,-2.85,1.28,-0.47,0.44,-0.8,0.74,1.47
199401,1.48,4.84,6.45,6.64,6.06,3.28,2.45,6.39,0.14,5.27
199402,-0.27,-1.37,1.12,1,0.57,-2.5,-0.04,-2.92,-3.27,-1.52
199403,-3.15,-5.12,-4.14,-4.08,-4.71,-6.07,-3.94,-6.99,-3.31,-3.58
199404,-0.66,-1.6,-0.31,1.55,-2.12,-2.65,-2.37,-4.51,1.78,-0.67
199405,-1.16,-1.49,0.57,1.29,-1.09,0.05,-2.54,-0.17,-3.68,1.29
199406,-2.47,-3.6,-2.36,2.04,-5.45,-2.04,-4.42,-5.28,-2.05,-0.91
199407,1.05,1.1,3.06,0.66,2.28,4.04,0.65,-0.52,2.85,0.98
199408,5.06,3.39,3.94,-0.15,6.13,4,4.14,6.94,0.94,2.45
199409,0.3,-0.45,0.47,3.36,3.06,2.74,0.28,1.11,-2.14,-0.13
199410,-0.46,-0.18,0.22,1.5,4.97,-2.11,0.09,-1.57,0.03,-1.78
199411,-4.07,-4.61,-4.88,-8.35,-2.4,-5.91,-4.62,-2.53,-1.61,-5.3
199412,-2.13,-2.43,0.27,-3.04,1.32,-1.99,-4.86,-4.27,0.72,-0.54
199501,1.68,-1.17,1.26,-0.87,3.87,3.5,2.15,7.38,4.01,4.1
199502,3.1,2.62,3.08,3.01,4.7,3.55,1.81,2.66,2.59,3.17
199503,-0.03,-1.26,1.46,4.22,4,2.46,0.95,3.17,-0.93,1.52
199504,1.36,0.68,2.78,1.85,4.46,1.23,1.07,2.17,1.47,2.26
199505,-0.38,0.15,2.16,2.61,2.9,-0.55,-0.3,3.86,3.58,2.12
199506,2.36,1.47,4.25,-0.72,11.35,6.15,4.65,9.84,0.55,4.31
199507,4.53,5.7,5.54,2.82,9.98,7.39,4.52,9.84,-0.48,5.02
199508,2.95,-0.95,1.01,3.17,4.23,5.31,1.68,8.11,2.14,4.47
199509,2.57,3.79,1.09,0.33,4.54,1.48,0.87,5.74,4.54,2.67
199510,-5.2,-5.53,-5.87,-5.05,-5.61,-5.73,-7.07,-6.48,1.14,-1.89
199511,-0.09,0.66,1.07,2.15,2.62,1.08,0.88,1.15,2.52,1.93
199512,-0.37,-1.78,-0.17,4.39,-1.23,0.98,-2.61,7.21,3.72,1.31
199601,1.35,2.82,2.93,3.3,0.28,0.29,1.35,9.49,1.7,3.35
199602,3.13,2.85,2.87,2.99,6.86,7.75,4,5.29,-0.29,2.32
199603,2.77,4.36,2.21,6.66,0.5,3.61,6.33,3.3,0.64,2.53
199604,3.52,6.29,6.2,11.03,13.07,5.27,6.18,7.47,-0.56,2.73
199605,6.78,10,5.59,6.83,11.53,6.16,8.96,7.46,1.22,4.66
199606,-2.79,-2.58,-3.3,0.95,-8.35,-2.39,-3.17,-6.49,2.84,-0.78
199607,-8.85,-6.25,-7.96,-4.29,-14.02,-11.09,-8.94,-14.55,-3.2,-5.36
199608,4.2,4.32,3.61,4.64,4.72,6.03,4.55,5.37,4.11,4.5
199609,1.71,2.37,2.87,5.16,4.59,2.1,1.2,3.94,1.21,2.93
199610,-2.22,-0.46,-1.29,8.05,-5.27,-7.81,-4.28,-7.23,2.01,-0.43
199611,1.65,1.29,3.95,6.52,2.64,-2.21,1.94,0.87,2.74,2.48
199612,-2.49,0.09,1.09,-0.38,-2.29,-5.02,-2.37,1,0.91,0.16
199701,6.45,4.06,7.21,7.97,8.95,6.27,3.96,9.43,1.34,5.65
199702,1.02,-0.18,-1.64,-9,-6.54,-4.18,-1.08,-1.37,-0.71,1.69
199703,-4.11,-3.27,-3.52,1.31,-9.29,-8.19,-4.29,-9.82,-2.65,-3.33
