Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
199704,-2.74,-2.31,-0.52,-3.57,-3.57,-2.09,-2.91,-6.7,-0.81,-0.46
199705,6.51,7.1,10.22,8.97,14.69,12.38,7.35,10.27,3.83,6.3
199706,3.28,4.89,4.69,3.35,2.4,8.97,4.46,2.72,3.04,5.57
199707,3.41,2.08,6.76,4.54,7.04,5.45,3.41,1.2,2.67,6.04
199708,1.46,2.85,3.7,7.41,7.31,4.48,2.72,2.8,0.34,1.58
199709,7.52,6.96,6.78,12.56,9.27,9.64,8.19,11.4,4.55,8.66
199710,-3.9,-1.04,-3.33,0.8,-5.59,-0.14,-1.7,-2.21,1.19,-0.01
199711,-1.1,-1.77,-1.89,-9.28,-4.82,-1.25,-1.21,-4.89,5.54,-0.16
199712,-4.03,-4.49,-4.45,-5.14,-8,-1.23,-5.59,-6.84,8.57,2.18
199801,-0.36,2,1.54,-6.19,3.29,4.76,1.49,2.27,-4.04,1.03
199802,7.77,8.11,6.56,2.71,7.88,9.31,6.48,4.81,2.04,5.67
199803,2.8,6.16,3.82,3.33,4.62,7.24,6.41,3.73,4.87,5.59
199804,2.34,4.19,1.91,1.38,4.59,1.79,3.67,-0.42,-1.64,3.14
199805,-2.82,-1.46,-4.46,-7.29,-8.11,-6.02,-2.91,-4.11,-1.26,-3.57
199806,-3.04,-2.97,-5.02,-6.63,-2.85,1.99,-1.17,-6.35,2.71,-1.57
199807,-5.14,-7.07,-7.07,-14.44,-7.69,1.45,-5.05,-5.44,-4.48,-4.05
199808,-16.9,-19.12,-18.74,-22.96,-23.76,-24.19,-21.31,-24.64,-1.26,-18.71
199809,-0.46,3.73,0.23,13.17,5.89,4.85,0.09,7.56,8.34,3.67
199810,2.14,4.6,4.92,1.08,6.81,4.22,4.67,4.99,0.75,1.11
199811,6.37,7.29,4.88,-11.8,17.28,10.67,15.02,7.2,1.76,4.5
199812,5.3,2.24,-0.91,-10.12,5.48,6.51,4.52,2.04,2.56,1.66
199901,3.53,4.36,4.83,-0.84,15.36,18.42,6.21,8.89,-5.52,4.57
199902,-2.69,-4.18,-5.21,-10.36,-7.1,-6.32,-4.84,-7.25,-3.7,-2.52
199903,-5.37,-3.72,-3.71,21.09,-0.48,7.16,-1.95,-1.89,-0.99,-1.99
199904,6.2,12.55,13.11,14.76,9.02,21.31,7.93,3.21,5.99,7.29
199905,4.04,6.61,2.77,0.03,6.96,2.71,2.45,5.88,6.92,1.51
199906,1.69,4.22,3.95,3.62,7.37,7.09,3.11,3.66,0.95,2.27
199907,-1.46,-0.17,0.53,4.28,1.83,2.21,-1.09,3.94,2.22,0.02
199908,-6,-6.53,-4.14,2.17,-0.87,-2.26,-7.47,-1.63,0.72,-4.3
199909,-2.95,-5.65,-3.76,-0.1,1.94,1.08,-2.78,-1.36,-2.53,-2.94
199910,-0.95,-3.16,-3.41,-6.75,4.49,8.86,-3.2,-2.7,2.02,-0.02
199911,-0.2,3.88,2.92,-1.32,28.93,14.4,6.92,13.2,-2.49,2.84
199912,0.33,3.02,4.48,0.65,25.3,20.49,2.2,15.79,-1.76,1.59
200001,1.69,3.91,3.28,7.49,12.27,4.21,0.76,24.01,2.38,-0.76
200002,3.61,6.65,5.23,4.59,34.45,21.89,2.04,42.94,-4.37,1.14
200003,4.65,6.47,3.9,16.86,-3.46,-2.76,3.54,-9.02,6,1.79
200004,-4.39,-6.58,-2.78,-3.8,-20.29,-17.52,-5.49,-13.71,5.55,-3.91
200005,-1.65,-8.06,-4.42,16.03,-14.3,-13.75,-5.92,-7.33,2.3,-2.37
200006,2.4,2.54,3.42,3.54,17.27,10.4,1.95,19.08,-3.02,2.49
200007,0.56,-1.36,-0.73,-6.34,-8.23,-9.72,-2.69,-2.43,5.25,1.81
200008,2.4,5.69,4.05,16.16,10.04,-0.27,2.72,12.78,6.92,4.14
200009,-0.52,-6.34,-5.35,4.55,-10.82,-16.08,-5.58,-0.09,6.83,-0.98
200010,-4.42,-5.02,-3.04,-7.29,-13.14,-11.75,-5.73,-8.15,-1.07,-3.67
200011,-6.94,-12.24,-8.44,-4.94,-26.63,-27.39,-10.16,-13.71,3.81,-5.69
200012,-0.8,-1.91,1.53,24.93,-9.57,-5.51,-3.79,-3.64,8.24,2.75
200101,18.58,20.79,16.5,0.46,46.59,53.13,27.78,22.04,-7.14,15.56
200102,-0.76,-1.98,-2.93,1.24,-21.69,-20.08,-2.87,-9.19,2.94,-1.98
200103,-2.88,-5.8,-4.95,0.51,-16.41,-16.26,-4,-9.36,2.39,-2.61
200104,3.74,8.79,5.9,7.77,14.22,3.07,5.73,12.55,3.92,4.16
200105,7.05,8.2,6.09,4.63,4.3,0.38,8.52,13.55,1.14,7.08
200106,0.42,2.67,-0.72,-12.75,-0.13,-0.03,3.18,7.26,-1.89,2.93
200107,0.16,-1.74,-2.38,-3.72,-9.77,-10.67,-0.48,-2.72,-3.21,1.21
200108,-0.92,-3.92,-3.28,-5.92,-9.99,-11.94,0.47,-2.82,0.7,-1.22
200109,-11.71,-17.72,-13.82,-13.68,-18.97,-20.15,-12.49,-11.82,-4.69,-9.32
200110,3.74,4.86,3.63,11.9,20.72,6.22,4.49,11.88,0.14,1.7
200111,4.98,9.16,6.14,-5.24,15.23,15.51,8.91,7.11,0.53,5.62
200112,4.17,6.77,4.87,6.4,8.8,7.48,6.7,6.37,4.06,5.58
200201,2.11,5.49,2.25,-5.02,3.54,-11.58,5.67,-3.24,-2.54,2.92
200202,1.51,0.14,0.34,1.61,-11.85,-12.72,-1.99,-7.92,0.26,-0.13
200203,8.21,7.01,9.66,14.33,10.33,5.53,8.57,6.44,7.69,6.24
200204,5.22,5.62,1.55,1.12,-6.49,-7.21,4.87,-6.27,0.81,3.56
200205,1.38,-2.24,-2.53,-5.28,-6.92,-7.17,1.73,-3.89,-4.13,0.24
200206,-4.26,-4.9,-5.26,-5.7,-13.55,-17.52,-4.92,-10.08,-4.07,-2.8
200207,-9.98,-12.34,-11.92,-14.98,-15.43,-12.2,-14.47,-11.06,-11.69,-9.21
200208,0.09,0.26,-1.05,4.71,0.48,1.62,-1.65,-0.71,3.17,0.95
200209,-8,-7.96,-9.38,-5.13,-14.32,-11.02,-7.8,-8.7,-7.34,-5.4
200210,3.96,0.75,2.78,1.57,12.63,9.5,0.49,4.62,-0.36,1.68
200211,8.49,9,10.05,2.95,26.92,26.05,9.87,11.33,3.34,6.79
200212,-1.84,-4.52,-4.98,1.9,-11.42,-7.16,-5.83,-7.02,2.28,-1.29
200301,-2.05,-1.67,-1.64,2.58,1.91,-0.6,-2.8,1.71,-1.78,0.69
200302,-2.85,-4.51,-3.74,4.39,-3.1,-5.49,-4.51,-2.64,-3.98,-1.56
200303,0.38,-4.09,-1.1,-0.85,0.98,0.93,0.63,4.8,3.85,1.84
200304,7.95,10.09,8.02,1.43,12.6,15.04,10.07,15.42,9.39,8.3
200305,6.84,5.48,10.29,20.54,23.32,18.32,10.29,23.64,10.59,8.63
200306,3.33,3.93,2.89,6.02,5.63,9,7.48,8.76,-0.97,4.18
200307,3.71,8.31,6.61,-4.2,12.37,6.93,8.3,6.7,-2.24,6.17
200308,4.17,5.49,6.61,7.39,7.77,2.12,6.58,4.61,1.05,2.94
200309,2.17,0.63,-0.25,-0.19,4.02,-0.47,-0.15,7.25,2.77,1.73
200310,6.01,9.63,9.18,5.56,12.68,5.91,10.1,5.04,3.14,7.33
200311,3.21,1.58,4.13,2.79,4.99,5.08,3.51,2.69,2.3,3.89
200312,2.75,4.67,7.02,17.31,0.43,3.89,2.04,4.11,4.16,3.12
200401,4.96,3.06,5.36,5.45,12.37,8.42,5.53,11.9,2.18,4.16
200402,4.27,-0.67,1.51,4.59,-2.52,-2.55,3.88,0.45,2.18,2.17
200403,0.31,-0.6,0.53,3.17,-1.67,-4.35,1.5,0.39,0.87,1.11
200404,-0.19,-0.98,-1.31,3.06,-7.17,-5.46,-1.85,-1.18,-2.97,-3.3
200405,0.48,-2.24,0.86,-1.1,2.2,-2.38,-0.9,-3.96,0.36,0.36
200406,2.68,3.85,6.46,8.02,1.36,-2.06,3.46,-0.1,2.68,2.52
200407,-5.07,-5.55,-4.78,0.65,-13.51,-8.58,-5.47,-10.02,-0.82,-2.95
200408,-2.1,-4.31,-1.26,-5.02,-3.02,-2.47,-2.86,0.05,3.02,0.09
200409,1.61,0.63,4.62,12.58,4.59,1.48,4.18,4.26,1.68,3.62
200410,1.71,-0.34,0.16,2.54,3.56,2.88,2.41,-1.18,2.42,2.39
200411,6.87,8.87,12.02,9.6,9.63,12.65,9.71,8.2,5.47,6.91
200412,6.65,5.46,5.48,-0.43,8.73,9.07,5.23,7.64,1.92,4.64
200501,-0.57,-5.97,-3.09,3.15,-7.75,-5.76,-1.9,-4.01,0.33,-2.16
200502,0.63,-0.76,3.24,16.59,-0.04,-1.45,1.59,-2.1,1.97,0.84
200503,-1.73,-6.81,-1.23,-0.01,-4.54,-4.2,0.55,-7.35,-0.24,-2.22
200504,-2.92,-9.97,-7.65,-7.58,-8.18,-7.52,-5.87,-3.47,-0.04,-4.43
200505,4.22,5.79,4.09,5.43,6.87,2.37,6.32,4.95,4.72,3.88
200506,4.09,5.07,2.66,13.34,1.97,3.32,4.01,3.32,4.39,2.96
200507,4.24,5.16,8.37,11,7.37,3.06,7.13,8.75,3.77,4.81
200508,-2.91,-2.59,-0.85,7.11,-0.99,-1.56,-3.57,-0.95,0.28,-1.12
200509,-1.47,-1.95,0.37,11.45,1.37,-0.99,-2.45,0.34,2.94,0.56
200510,-4.14,-5.45,-4.42,-10.02,-3.08,-5.76,-2.24,-4.57,-6.32,-1.09
200511,1.9,2.63,4.42,1.43,5.14,2.03,4.92,2.28,0.59,3.47
200512,-0.84,-0.09,2.16,3.48,1.32,-0.23,0.72,0.07,-0.04,0.59
200601,4.92,5.11,11.59,17.79,9.34,3.82,7.46,11.38,3.99,4.75
200602,1.71,0.1,0.37,-11.67,0.92,0.78,1.19,2.18,0.88,0.57
200603,3.37,4.41,6.1,6.61,5.24,5.9,4.44,2.67,-1.54,3.44
200604,1.16,2.16,3.96,5.62,0.24,0.12,1.02,-3.77,1.2,0.65
200605,-2.81,-2.17,-5.51,-6.14,-8.15,-3.73,-4.76,-7.49,-0.45,-2.16
200606,-0.09,-0.32,-1.2,3.16,-2.89,-2.33,-0.93,-2.08,2.02,0.41
200607,-2.82,-5.91,-4.46,-0.41,-5.38,-3.14,-3.79,-4.68,5.57,-2.34
200608,2.18,-0.5,1.62,-3.72,4.38,3.16,1.05,3.82,2.07,1.25
200609,1.44,2.68,0.29,-8.83,1.14,2.96,4.65,-0.44,-2.11,1.58
200610,5.4,6.14,6.5,5.63,4.12,6.39,5.45,6.49,5.29,3.78
200611,1.79,4.35,3.87,7.59,2.62,1.19,0.44,2.79,3.03,2.44
200612,2.65,3.43,0.84,-5.06,1.16,3.57,1.29,1.44,0.69,1.84
200701,3.73,3.64,2.88,-1.41,2.42,5.42,2.96,4.57,0.27,1.21
200702,0.37,0.27,2.17,-1.08,0.64,-0.91,0.43,0.09,2.67,-0.85
200703,1.45,-1.14,1.02,4.07,0.63,-0.73,1.53,0.05,4.32,-0.95
200704,1,2.96,4.31,6.4,2.3,2.66,2.22,5.04,2.37,0.52
200705,2.33,4.22,4.55,5.21,2.45,5.01,1.65,-0.36,0.7,2.44
200706,0.71,-1.19,1.74,0.1,1.47,-0.4,-1.28,-3.72,-3.56,-1.6
200707,-6.01,-6.08,-2.78,-6.89,-3.18,-4.24,-5.79,-4.98,-3.98,-6.65
200708,-2.32,-3.01,-1.95,-3.55,-1.69,-2.34,-2.07,0,2.29,-0.18
200709,-0.03,0.76,2.52,5.39,3.23,-0.82,-0.97,3.06,2.27,0.44
200710,-1.28,-0.36,1.32,5.41,3.2,-0.12,0.15,2.63,5.23,-1.17
200711,-8.57,-10.2,-8.4,-9.28,-9.81,-11.14,-9.08,-8.21,-1.41,-7.27
200712,-0.7,-1.66,0.63,5.81,0.02,-2.82,-4.19,-2.71,0.53,-2.9
200801,-5.2,-5.67,-7.7,-5.46,-10,-9.25,-3.91,-5.3,-6.03,-1.07
200802,-0.93,-5.18,-0.27,7.51,-2.99,-6.86,-5.16,-1.7,-3.56,-4.4
200803,-1.43,-3.21,-2.16,-2.02,-3.13,-1.27,-1.16,-5.63,0.23,-2.19
200804,1.27,0.61,4.53,10.62,3.27,-0.13,2.97,2.15,5.81,0.06
200805,2.35,2.86,6.17,18.64,5.42,3.77,2.07,3.42,4.22,-0.24
200806,-11.65,-14.8,-9.64,12.24,-8.43,-11.31,-11.29,-6.93,-2.96,-12.86
200807,1.09,-0.81,0.77,-18.21,-0.77,-4.11,1.26,6.47,-2.2,2.58
200808,3.21,0.38,1.98,-1.57,1.93,3.29,5.34,-0.07,1.72,3.23
200809,-6.49,-11.5,-15.97,-22.91,-14.37,-15.63,-9.59,-13.09,-8.44,-5.98
200810,-21.19,-31.44,-25.42,-32.66,-22.44,-27.05,-24.05,-18.91,-10.18,-17.55
200811,-16.54,-16.6,-15.46,-19.52,-14.37,-13,-18.47,-13.83,-1.08,-12.05
200812,3.47,-2.76,2.14,-8.2,3.29,5.3,8.22,7.04,-0.21,1.94
200901,-7.89,-6.09,-8.1,-1.67,0.56,-4.94,-4.66,6.19,-1.18,-8.93
200902,-10.01,-17.16,-16.29,-19.6,-8.55,-9.6,-7.27,-11.68,-13.07,-11.69
200903,9.59,19.56,10.28,7.99,12.45,13.01,18.02,13.21,3.32,12.54
200904,27.77,38.31,27.78,25.02,20.29,25.02,34.83,13.9,4.13,17.72
200905,12.6,4.45,6.91,28.34,8.41,10.82,7.2,18.51,3.31,6.64
200906,-1.29,8.16,2.08,-8.11,7.7,2.11,4.68,10.74,6.06,0.25
200907,14.93,19.88,12.58,6.85,8.66,7.44,9.57,9.12,4.93,5.99
200908,8.31,10.82,8.21,3.68,5.98,20.34,6.32,5.81,0.92,5.8
200909,6.56,8.2,9.31,17.72,10.71,11.93,5.8,8.44,3,2.48
200910,-2.39,-3.9,-5.92,-4.96,-6.55,-3.79,-4.18,-10.56,-2.59,-7.09
200911,0.99,5.69,5.33,-1.05,2.83,4.25,1.44,3.23,3.74,-0.42
200912,7.02,8.73,8.36,8.82,8.57,10.39,5.68,8.03,6.26,3.61
201001,0.07,-0.95,-2.29,-2.42,-3,-4.02,-1.19,0.08,-4.13,2.05
201002,5.96,4.69,4.75,5.4,5.22,3.37,5.93,2.07,0.48,2.48
201003,9.94,8.86,8.82,3.72,8.04,11.42,10.3,8.18,4.31,7.15
201004,5.46,10.17,8.74,9.26,5.19,11.19,7.51,6.97,3.66,9.21
201005,-6.4,-9.6,-8.65,-13,-6.97,-7.51,-7.25,-9.04,-6.28,-8.26
201006,-6.04,-11.53,-8.41,-5.82,-6.08,-7.06,-10.11,-7.68,-1.08,-8.77
201007,5.81,8.28,8.67,7.27,6.53,7.41,6.18,2.88,5.77,4.38
201008,-8.04,-6.85,-7.52,-7.17,-5.75,-9,-8,-5.57,-0.87,-7.46
201009,9.06,12.71,11.6,12.88,13.94,11.55,14.04,11.35,4.95,8.06
201010,2.16,7.75,7.38,4.87,5.96,6.11,3.79,2.65,2.5,2.65
201011,3.39,2.84,3.66,10.6,1.59,2.1,4.19,0.02,-0.1,1.23
201012,5.7,6.8,9.25,11.2,8.31,6.54,5.51,10.81,3.77,9.06
201101,-0.83,0.72,2.36,6.21,3.44,1.5,-0.79,1.33,1.85,1.77
201102,3.53,-1.48,3.81,11.28,5.04,8.57,5.88,3.47,3.52,2.85
201103,1.38,2.12,3.1,4.44,0.94,-0.22,0.87,2.74,2.21,-0.57
201104,2.35,2.32,0.25,-0.55,1.35,1.74,2.28,5.12,3.26,0.32
201105,-0.81,-4.27,-2.97,-7.11,-2.26,1.54,-0.39,-0.1,0.28,-2.69
201106,-1.66,-1.88,-2.19,-5.16,-2.95,-2.34,-1.37,-4.12,-0.35,-2.21
201107,-0.47,-4.78,-2.49,2.98,-4.51,-7.17,-1.79,-3.25,-1.09,-1.88
201108,-8.31,-12.15,-9.8,-16.06,-9.99,-10.31,-8.22,-11.36,-0.06,-8.25
201109,-8.33,-14.33,-14.49,-20.74,-10.83,-12.51,-8.35,-9.38,-3.2,-9.91
201110,9.1,16.76,15.84,23.41,11.8,12.01,12.49,9.84,6.82,10.73
201111,-3.92,-6.3,-0.11,-0.12,-3.82,-1.35,-0.76,-2.87,1.04,-1.02
201112,1.16,0.09,-1.52,-2.02,-0.99,0.16,0.53,-0.83,2.17,1.11
201201,7.8,11.12,11.98,5.05,10.53,6.76,6.2,11.74,-2.37,8.79
201202,5.4,5.36,3.27,6.38,3.82,5,5.06,4.05,0.91,3.64
201203,3.08,4.24,0.89,-3.25,2.45,3.56,3.9,4.42,-0.28,4.88
201204,-0.3,-3.86,-1.15,-3.51,-2.71,-4.61,0.34,-1.56,1.14,-0.68
201205,-3.21,-8.78,-10.63,-16.64,-8.32,-8.12,-5.65,-5.64,-1.4,-5.3
201206,3.55,-1.45,2.68,3.48,3.46,5.73,2.26,7.36,4.36,3.71
201207,-0.56,-2.32,-0.91,-2.32,-2.52,1.49,-0.74,0.91,3.09,-1.45
201208,4.94,2.31,2.88,1.92,3.59,1.67,2.36,2.24,-1.6,2.54
201209,1.97,7.18,2.69,6.15,2.23,6.82,2.75,6.39,2.76,3.96
201210,0.15,-1.64,-0.37,-5.01,-5.26,-0.35,-1.62,-5.24,0.42,0.3
201211,2.84,0.42,2.32,-3.25,0.25,-3.43,2,0.62,-2.56,-0.29
201212,0.93,5.27,3.87,1.68,3.08,1.98,1.34,-0.68,0.63,3.46
201301,6.2,9.63,7.6,6.79,6.49,8.63,6.05,9.07,5.11,7.57
201302,1.14,0.86,0.92,-1.94,1.37,-1.52,0.91,-0.28,2.2,2.11
201303,5.72,6.36,3.32,1.84,3.74,7.16,5.1,5.17,5.25,4.35
201304,2.09,0.38,-1.14,-4,-0.81,5.94,1.51,1.08,4.36,-0.8
201305,4.58,6.22,5.42,5.26,5.69,5.01,5.62,4.45,-4.75,4.53
201306,1.72,-0.36,-1.49,-3.58,0.62,4.16,-0.04,-1.27,0.14,0.24
201307,5.4,6.79,7.1,6.98,7.89,9.14,6.17,10.71,5.92,6.86
201308,-2.19,-1.74,-0.74,-1.46,-1.13,-3.25,-3.83,-1.74,-5.53,-2.43
201309,4.02,8.42,6.82,4.7,6.13,7.18,5.44,9.15,2.56,4.3
201310,3.75,3.34,4.29,5.77,2.28,2.93,2.74,-1.86,3.53,2.9
201311,3.39,2.6,4.19,-1.85,4.51,3.98,3.51,8.34,-0.47,4.17
201312,2.25,2.65,4.1,1.71,3.73,5.37,1.28,4.06,1.66,2
201401,-3.61,-1.04,-1.88,-2.55,1.67,-0.43,-5.42,9.18,1.29,-1.51
201402,5.54,4.95,5.47,6.16,4.59,3.34,4.44,5.96,3.47,3.6
201403,3.3,1.06,1.31,1.76,-1.42,-0.5,0.4,-3.91,2.49,0.93
201404,-2.79,-4.69,-2.89,4.72,-6.58,-4.78,-2.85,-7.8,1.94,-2.74
201405,1.32,1,-0.44,-1.36,-0.11,2.47,-0.69,0.88,0.7,0.18
201406,2.15,2.59,3.77,8.09,5.88,1.58,2.24,7.34,5.16,3.59
201407,-4.23,-3.65,-4.98,-7.39,-5.27,-3.02,-4.85,-6.96,-6.63,-3.4
201408,5.16,10.33,4.77,1.87,4,-0.59,4.82,4.68,5.83,3.3
201409,-2.87,-7.18,-6.74,-12.98,-4.27,-5.35,-3.85,-4.92,-4.83,-3.45
201410,3.6,6.05,2.58,-14.2,1.61,3.85,3.16,5.1,8.96,3.96
201411,3,-0.89,-1.41,-18.41,1.63,0.78,2.52,0.52,-0.53,0.44
201412,1.19,0.58,0.33,-9.96,2.29,-1.18,1.93,5.27,2.96,2.82
201501,-1.76,-4.36,-5.72,-8.97,-3.18,-3.88,-2.71,2.73,0.64,-4.87
201502,4.22,6.81,7.8,12.62,7.51,6.37,4.58,9.24,-2.63,4.98
201503,1.67,-0.42,-0.35,-8.75,-1.47,0.8,1.66,1.11,-0.12,1.12
201504,-1.09,0.23,0.79,15.72,-0.27,12.5,-2.33,-4.17,0.34,-0.1
201505,1.36,-0.54,-0.9,-8.2,2.36,0.47,-0.19,5.39,-0.77,0.47
201506,0.2,-1.95,-1.64,-8.7,-1.16,-1.88,0.11,2.56,-5.19,1.27
201507,-0.68,-3.52,-6.15,-21.17,-3.95,-1.5,-1.88,-0.41,2.79,-1.3
201508,-3.66,-4.25,-4.49,4.02,-5.66,-5.55,-5.04,-7.14,-3.38,-4.09
201509,-3.93,-6.24,-8.56,-18.19,-3.35,-1.08,-5.73,-11.49,0.9,-2.67
201510,4.82,7.33,7.96,9.18,5.85,6.3,3.46,2.88,3.09,4.81
201511,-0.66,2.69,-0.44,-2.51,3,-2.38,-1.09,10.16,-2.16,2.21
201512,-1.88,-5.19,-4.79,-18.1,-3.6,-4.12,-3.87,-5.74,-0.03,-4.07
201601,-2.04,-11.6,-9.02,-13.16,-8.79,-6.35,-7.25,-18.49,4.22,-7.6
201602,1.75,4.9,3.56,-10.73,0.78,1.98,3.8,-3.04,0.89,0.23
201603,4.58,7.26,10.44,23.99,6.87,4.48,7.93,7.57,8.46,7.37
201604,1.94,1.02,5.29,19.99,1.13,2.73,0.09,5.14,2.91,3.5
201605,-0.8,-0.82,-0.9,-7.25,3.71,0.04,-3.29,1.32,2.45,1.03
201606,3.85,-2.73,0.29,1.01,1.6,1.78,0.63,-4.43,7.27,-1.13
201607,8.59,8.83,7.4,-1.2,7.38,2.07,4.72,6.15,-0.77,5.16
201608,1.47,6.5,2.39,7.53,2.95,-0.34,0.47,0.88,-3.74,2.84
201609,-2.13,5.84,0.66,5.45,2.01,0.67,-1.79,7.91,1.51,0.86
201610,-4.21,-4.14,-4.22,-8.34,-5.21,-4.6,-4.15,-13.66,-0.03,-2.19
201611,3.67,10.57,11.58,19.01,5,5.23,9.44,5.28,1.45,12.92
201612,1.09,2.34,0.8,2.49,0.27,4.3,2.07,-2.62,4.13,5.42
201701,-0.49,-2.98,2.9,0.58,3.52,3.34,-3.11,4.84,0.39,0.88
201702,1.72,-0.22,0.79,-6.5,2.3,0.01,-0.96,6.36,3.12,1.54
201703,1.33,1.02,0.69,-4.84,1.84,-0.01,0.42,2.15,1.61,-0.59
201704,0.12,3.63,0.96,-7.36,1.77,6.42,1.79,-3.04,0.87,0.45
201705,-0.77,0.43,-1.67,-7.83,2.15,-3.87,-3.83,-4.92,1.83,-2.69
201706,1.66,3.75,1.6,-0.97,1.3,0.35,0.03,10.29,-0.94,4.61
201707,-0.79,-1.02,0.14,1.56,1.18,3.36,-2.51,-2.72,3.16,0.24
201708,-1.77,-3.95,-2.92,-8.6,-0.98,0.54,-4.2,1.35,1.16,-1.92
201709,3.13,10.03,8.52,14.55,6.43,0,6.94,8.33,-0.55,6.84
201710,-1.19,0.91,1.67,-3.59,2.39,-3.14,-3.07,-2.31,3.11,0.75
201711,5.41,3.49,2.97,3.67,2.04,1.22,7.72,2.5,2.6,3.39
201712,4.13,-1.71,1.84,7.65,0.83,4.29,3.57,1,-4.79,-0.19
201801,2.42,-0.07,0.84,1.17,4.3,1.69,1.82,6.89,-3.56,2.67
201802,-4.13,-6,-5.31,-10.85,-1.38,-3.42,-4.61,-3.55,-5.23,-3.98
201803,-0.3,-2.22,1.28,0.99,0.45,-2.07,1.53,0.23,4.9,1.21
201804,1,-2.55,-0.84,10.35,0.09,-0.81,1.8,-0.21,3.52,0.95
201805,2.38,6.25,4.94,7.24,6.52,-2.46,3.88,7.52,1.91,3.49
201806,6.8,0.99,-0.05,5.98,0.52,7.4,3.86,-2.47,1.9,0.56
201807,-0.94,1.47,2.97,-1.94,-0.12,-0.3,0.26,-1.59,1.37,1.07
201808,2.47,3.19,0.31,-4.57,7.38,7,5.49,5.87,0.74,1.74
201809,0.16,-3.85,-0.94,1.04,-2.45,2.15,-2.57,-1.16,-0.07,-2.38
201810,-4.58,-14.04,-12.12,-15.9,-10.87,-5.05,-8.27,-14.42,-1.59,-8.01
201811,0.19,-1.49,0.42,-12.66,0.66,-0.75,-2.01,-0.4,4.19,0.49
201812,-12.39,-13.02,-12.86,-22.23,-9.81,-13.74,-13.15,-18.4,-4.93,-11.26
201901,10.63,16.83,14.56,18.51,15.76,12.51,11.6,17.84,5.19,13.16
201902,3.37,7.21,5.58,0.8,6.9,2.38,3.89,6.53,3.15,4.44
201903,-0.68,-6.99,-3.89,1.02,-0.41,-4.11,-3.57,2.96,3.3,-2.99
201904,2.23,4.97,3.89,-0.64,4.43,3.94,1.98,-2.33,0.94,4.17
201905,-9.18,-10.56,-9.66,-20.79,-8.13,-6.24,-11.23,-8.38,-1.46,-6.04
201906,5.19,10.52,8.24,3.9,5.46,2.31,5.69,4.34,4.31,5.63
201907,1.44,1.02,-0.9,-9.14,0.91,-0.11,-1.12,-5.07,-1.24,0.78
201908,-2.91,-6.52,-7.53,-16.75,-5.21,-7.81,-3.64,-4.74,0.47,-4.72
201909,2.61,5.93,6.23,4.86,0.38,0.08,6.55,-3.25,3.76,3.39
201910,-1.48,0.31,0.7,-9.61,0.58,-3.16,0.37,-0.34,-1.67,1.69
201911,2.06,2.29,1.47,-3.38,4.84,2.92,4.21,8.67,-2.64,2.6
201912,2.63,1.93,3.39,20.06,3.34,3.41,2.34,9.72,5.24,3.22
202001,-2.41,-3.73,-3.37,-19.12,1.43,-1.68,-4.93,4.29,0.79,-3.02
202002,-9.88,-10.98,-9.01,-18.6,-7.44,-4.43,-8.58,-1.03,-10.22,-8.69
202003,-18.07,-27.77,-23.93,-47.26,-18.24,-23.3,-25.77,-17.26,-10.91,-25.23
202004,13.27,27.86,16.71,65.96,21.36,10.41,23.33,21.43,10.04,12.08
202005,4.25,10.17,6.74,-3.5,10.62,3.45,10.52,13.85,3.84,4.57
202006,3.92,21.75,9.65,2.93,8.16,12.36,7.59,4.47,-4.35,6.12
202007,5.05,8.96,5.09,-1.08,10.82,0.07,5.86,3.67,3.36,0.51
202008,4.11,11.43,5.89,-2.25,4.05,3.53,11.66,1.36,-0.85,5.74
202009,-1.82,-1.03,-1.55,-14.18,-2.64,-6.1,-2.14,-1.09,-2.13,-3.62
202010,2.86,3.83,2.32,-5.08,0.68,-3.27,1.9,-2.6,4.06,3.8
202011,16.64,30.45,22.61,37.73,21.96,25.34,22.6,18.57,6.41,18.75